,background,skin,facial hair,eyes,outfit,hats,accessories
1216,Starry Nights,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1217,City Rooftop,Zombie,Dirty Beard,Round Glasses,Philosopher's Robe,Viking Hat,Regular Earring
1218,Toxic Air,Human,Wizard Beard,Normal_Eyes,Buddhist Robe,Sombrero,None
1219,Beach,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,Face Paint
1220,Toxic Air,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Sombrero,None
1221,Beach,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Celestial Crown,None
1222,Toxic Air,Zombie,Wizard Beard,Normal_Eyes,Celestial Fit,Mushy Hair,None
1223,City Rooftop,Human,Black Beard,3D Glasses,Hoodie,Turban,Regular Earring
1224,Blue Sky,Zombie,Black Beard,Round Glasses,Hoodie,Mushy Hair,Regular Earring
1225,Blue Buzz,Human,Black Beard,Eye Patch,Native,Tarboush,Gold Earring
1226,Toxic Air,Human,Black Beard,Gangsta Shades,Buddhist Robe,Viking Hat,None
1227,Blue Sky,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sombrero,Regular Earring
1228,Beach,Alien,Wizard Beard,Normal_Eyes,Jacket,Tarboush,Face Paint
1229,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Sensei Hat,None
1230,Sahara Desert,Human,Shaolin Stache,Round Glasses,Hoodie,Viking Hat,Face Paint
1231,Blue Sky,Zombie,Chop Stache,Normal_Eyes,Jacket,Celestial Crown,None
1232,Desert Night,Human,Dirty Beard,Normal_Eyes,Assasin's Fit,Hippie,None
1233,Blue Sky,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,Gold Earring
1234,City Rooftop,Human,Chop Stache,3D Glasses,Jacket,Sensei Hat,Regular Earring
1235,Sahara Desert,Alien,Shaolin Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,Gold Earring
1236,Purple City,Alien,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Asssasin Cut,None
1237,City Rooftop,Zombie,Brown Beard,Zombie Eyes,Hoodie,Hippie,None
1238,Purple City,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Sombrero,Gold Earring
1239,City Rooftop,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1240,Purple City,Human,Dirty Beard,Round Glasses,Pizza Shirt,Curvy Hair,Regular Earring
1241,Purple City,Zombie,Brown Beard,Gangsta Shades,Hoodie,Mushy Hair,Gold Earring
1242,Toxic Air,Human,Brown Beard,Gangsta Shades,Hoodie,Hippie,None
1243,Blue Sky,Human,Chop Stache,Round Glasses,Pizza Shirt,Celestial Crown,Regular Earring
1244,Sahara Desert,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
1245,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Turban,Gold Earring
1246,Purple City,Zombie,Chop Stache,Normal_Eyes,Jacket,Hippie,Face Paint
1247,Blue Buzz,Human,Dirty Beard,Round Glasses,Assasin's Fit,Tarboush,None
1248,Hallucinations,Zombie,Dirty Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
1249,Beach,Human,Shaolin Stache,Eye Patch,Hoodie,Mushy Hair,Regular Earring
1250,Blue Buzz,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Celestial Crown,Face Paint
1251,Blue Sky,Human,Black Beard,Gangsta Shades,Jacket,Hippie,Gold Chain
1252,Blue Buzz,Human,Black Beard,Normal_Eyes,Jacket,Curvy Hair,None
1253,City Rooftop,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1254,Sahara Desert,Human,Black Beard,Eye Patch,Celestial Fit,Turban,None
1255,City Rooftop,Alien,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1256,Starry Nights,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1257,Sahara Desert,Human,Wizard Beard,Round Glasses,Philosopher's Robe,Hippie,Face Paint
1258,City Rooftop,Human,Wizard Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1259,Blue Buzz,Zombie,Wizard Beard,Normal_Eyes,Jacket,Celestial Crown,Face Paint
1260,Purple City,Human,Dirty Beard,Normal_Eyes,Jacket,Asssasin Cut,None
1261,City Rooftop,Human,Dirty Beard,Round Glasses,Jacket,Sheikh Hat,None
1262,Blue Sky,Human,Chop Stache,Normal_Eyes,Hoodie,Curvy Hair,Face Paint
1263,City Rooftop,Human,Wizard Beard,Gangsta Shades,Pizza Shirt,Viking Hat,Regular Earring
1264,Blue Sky,Human,Black Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
1265,Sahara Desert,Human,Black Beard,Eye Patch,Buddhist Robe,Sheikh Hat,None
1266,Beach,Human,Brown Beard,Laser Eyes,Buddhist Robe,Curvy Hair,None
1267,Beach,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Celestial Crown,Regular Earring
1268,Purple City,Zombie,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1269,Blue Sky,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Hippie,Face Paint
1270,Mountains,Human,Dirty Beard,3D Glasses,Pizza Shirt,Celestial Crown,Face Paint
1271,City Rooftop,Human,Dirty Beard,Laser Eyes,Celestial Fit,Sombrero,Face Paint
1272,Starry Nights,Human,Black Beard,Gangsta Shades,Hoodie,Mushy Hair,Regular Earring
1273,Blue Buzz,Human,Brown Beard,3D Glasses,Pizza Shirt,Sombrero,Face Paint
1274,Blue Buzz,Human,Dirty Beard,Gangsta Shades,Jacket,Curvy Hair,Regular Earring
1275,Purple City,Human,Dirty Beard,3D Glasses,Pizza Shirt,Tarboush,None
1276,Purple City,Zombie,Black Beard,Round Glasses,Pizza Shirt,Curvy Hair,None
1277,Starry Nights,Human,Black Beard,Laser Eyes,Philosopher's Robe,Sheikh Hat,None
1278,Toxic Air,Alien,Wizard Beard,Round Glasses,Pizza Shirt,Sombrero,None
1279,Blue Sky,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Eagle Feather Hat,None
1280,Sahara Desert,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,Face Paint
1281,Mountains,Human,Black Beard,Normal_Eyes,Jacket,Viking Hat,None
1282,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1283,Blue Sky,Human,Brown Beard,Round Glasses,Hoodie,Curvy Hair,Gold Chain
1284,Blue Buzz,Human,Black Beard,Zombie Eyes,Hoodie,Turban,None
1285,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1286,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1287,Blue Buzz,Human,Chop Stache,Eye Patch,Buddhist Robe,Hippie,Face Paint
1288,Purple City,Human,Shaolin Stache,Normal_Eyes,Hoodie,Sombrero,Regular Earring
1289,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Jacket,Hippie,Regular Earring
1290,Sahara Desert,Human,Chop Stache,Round Glasses,Jacket,Celestial Crown,None
1291,Blue Sky,Human,Chop Stache,Round Glasses,Jacket,Turban,Face Paint
1292,Mountains,Human,Chop Stache,3D Glasses,Jacket,Viking Hat,None
1293,Desert Night,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Tarboush,Regular Earring
1294,Toxic Air,Human,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
1295,Beach,Human,Brown Beard,Eye Patch,Philosopher's Robe,Celestial Crown,Regular Earring
1296,Purple City,Zombie,Dirty Beard,Round Glasses,Philosopher's Robe,Mushy Hair,None
1297,Desert Night,Human,Chop Stache,Laser Eyes,Philosopher's Robe,Curvy Hair,Gold Earring
1298,Blue Sky,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1299,Purple City,Alien,Chop Stache,Round Glasses,Pizza Shirt,Asssasin Cut,None
1300,Blue Sky,Human,Dirty Beard,Round Glasses,Buddhist Robe,Viking Hat,None
1301,Blue Buzz,Zombie,Black Beard,Gangsta Shades,Pizza Shirt,Viking Hat,None
1302,Starry Nights,Human,Black Beard,Round Glasses,Assasin's Fit,Mushy Hair,Face Paint
1303,Desert Night,Human,Chop Stache,Gangsta Shades,Pizza Shirt,Tarboush,None
1304,Toxic Air,Human,Chop Stache,Eye Patch,Pizza Shirt,Sensei Hat,None
1305,City Rooftop,Human,Dirty Beard,Normal_Eyes,Hoodie,Asssasin Cut,None
1306,Blue Buzz,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1307,Blue Sky,Zombie,Shaolin Stache,3D Glasses,Pizza Shirt,Viking Hat,Regular Earring
1308,Blue Sky,Human,Shaolin Stache,3D Glasses,Pizza Shirt,Mushy Hair,None
1309,Blue Sky,Human,Brown Beard,Round Glasses,Pizza Shirt,Asssasin Cut,None
1310,Purple City,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Sombrero,None
1311,Purple City,Alien,Dirty Beard,Normal_Eyes,Hoodie,Tarboush,None
1312,Toxic Air,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Tarboush,None
1313,Mountains,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Tarboush,Face Paint
1314,City Rooftop,Human,Black Beard,Round Glasses,Buddhist Robe,Sombrero,None
1315,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
1316,City Rooftop,Human,Brown Beard,Round Glasses,Philosopher's Robe,Hippie,None
1317,City Rooftop,Zombie,Chop Stache,Zombie Eyes,Assasin's Fit,Mushy Hair,Face Paint
1318,Blue Sky,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,Gold Chain
1319,Blue Sky,Alien,Wizard Beard,Round Glasses,Jacket,Celestial Crown,Regular Earring
1320,Blue Buzz,Human,Shaolin Stache,Gangsta Shades,Jacket,Eagle Feather Hat,None
1321,Toxic Air,Human,Brown Beard,Round Glasses,Hoodie,Viking Hat,None
1322,City Rooftop,Human,Black Beard,Normal_Eyes,Assasin's Fit,Curvy Hair,Gold Earring
1323,Mountains,Human,Black Beard,Round Glasses,Jacket,Curvy Hair,None
1324,Purple City,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Hippie,Gold Chain
1325,Sahara Desert,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Viking Hat,Regular Earring
1326,Sahara Desert,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,None
1327,Beach,Human,Dirty Beard,Round Glasses,Pizza Shirt,Sombrero,None
1328,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
1329,Blue Sky,Zombie,Chop Stache,3D Glasses,Hoodie,Sombrero,Regular Earring
1330,Beach,Human,Chop Stache,Normal_Eyes,Jacket,Sensei Hat,None
1331,Blue Sky,Human,Dirty Beard,Gangsta Shades,Celestial Fit,Curvy Hair,None
1332,Beach,Human,Dirty Beard,Gangsta Shades,Jacket,Mushy Hair,Regular Earring
1333,Blue Buzz,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Mushy Hair,None
1334,Desert Night,Alien,Dirty Beard,Gangsta Shades,Pizza Shirt,Tarboush,None
1335,Blue Sky,Human,Black Beard,Round Glasses,Buddhist Robe,Hippie,None
1336,City Rooftop,Human,Chop Stache,Normal_Eyes,Celestial Fit,Hippie,None
1337,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1338,Sahara Desert,Alien,Wizard Beard,Eye Patch,Pizza Shirt,Mushy Hair,None
1339,City Rooftop,Zombie,Dirty Beard,Normal_Eyes,Jacket,Hippie,None
1340,Blue Sky,Alien,Shaolin Stache,3D Glasses,Hoodie,Sombrero,None
1341,Blue Sky,Human,Black Beard,Round Glasses,Philosopher's Robe,Asssasin Cut,None
1342,City Rooftop,Human,Dirty Beard,Eye Patch,Pizza Shirt,Celestial Crown,None
1343,City Rooftop,Human,Black Beard,Normal_Eyes,Hoodie,Asssasin Cut,Regular Earring
1344,Blue Buzz,Human,Brown Beard,Normal_Eyes,Jacket,Asssasin Cut,None
1345,Starry Nights,Human,Black Beard,Gangsta Shades,Jacket,Tarboush,Face Paint
1346,Blue Sky,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1347,City Rooftop,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,None
1348,Blue Sky,Human,Chop Stache,Gangsta Shades,Jacket,Sensei Hat,None
1349,Purple City,Alien,Black Beard,Eye Patch,Philosopher's Robe,Turban,Regular Earring
1350,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1351,Purple City,Human,Black Beard,Round Glasses,Pizza Shirt,Asssasin Cut,None
1352,Purple City,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Sombrero,None
1353,Sahara Desert,Alien,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1354,Blue Sky,Human,Black Beard,Snorkeler Kit,Jacket,Sombrero,None
1355,Blue Buzz,Human,Chop Stache,3D Glasses,Philosopher's Robe,Curvy Hair,None
1356,Blue Sky,Zombie,Black Beard,Gangsta Shades,Hoodie,Viking Hat,Gold Earring
1357,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1358,Blue Buzz,Zombie,Black Beard,Zombie Eyes,Pizza Shirt,Curvy Hair,Regular Earring
1359,City Rooftop,Human,Chop Stache,Gangsta Shades,Hoodie,Hippie,Face Paint
1360,Beach,Human,Brown Beard,Zap Shades,Jacket,Sombrero,Gold Chain
1361,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Celestial Crown,None
1362,Purple City,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
1363,Purple City,Human,Dirty Beard,3D Glasses,Jacket,Hippie,Gold Chain
1364,Purple City,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Mushy Hair,None
1365,Beach,Zombie,Shaolin Stache,Round Glasses,Assasin's Fit,Curvy Hair,None
1366,City Rooftop,Human,Brown Beard,Round Glasses,Buddhist Robe,Mushy Hair,Regular Earring
1367,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Turban,None
1368,Blue Buzz,Human,Black Beard,Eye Patch,Jacket,Turban,Face Paint
1369,Purple City,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Turban,None
1370,Purple City,Human,Black Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,Gold Chain
1371,Mountains,Human,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,Regular Earring
1372,Purple City,Human,Dirty Beard,3D Glasses,Celestial Fit,Curvy Hair,Face Paint
1373,Desert Night,Human,Chop Stache,Laser Eyes,Pizza Shirt,Curvy Hair,None
1374,Blue Sky,Human,Brown Beard,Eye Patch,Philosopher's Robe,Curvy Hair,Face Paint
1375,Beach,Alien,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1376,Sahara Desert,Alien,Dirty Beard,Round Glasses,Assasin's Fit,Sensei Hat,None
1377,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Jacket,Tarboush,Gold Chain
1378,Blue Buzz,Alien,Black Beard,Round Glasses,Pizza Shirt,Hippie,Regular Earring
1379,Sahara Desert,Zombie,Dirty Beard,Normal_Eyes,Celestial Fit,Turban,Regular Earring
1380,Starry Nights,Human,Dirty Beard,Round Glasses,Buddhist Robe,Sombrero,None
1381,Purple City,Human,Dirty Beard,Gangsta Shades,Jacket,Mushy Hair,Regular Earring
1382,City Rooftop,Human,Chop Stache,Zap Shades,Jacket,Mushy Hair,Regular Earring
1383,City Rooftop,Human,Dirty Beard,Normal_Eyes,Hoodie,Hippie,Face Paint
1384,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1385,Blue Sky,Human,Wizard Beard,Laser Eyes,Philosopher's Robe,Curvy Hair,None
1386,Purple City,Human,Dirty Beard,Gangsta Shades,Pizza Shirt,Hippie,None
1387,Starry Nights,Human,Dirty Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
1388,Purple City,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Viking Hat,None
1389,Sahara Desert,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Gold Earring
1390,Toxic Air,Zombie,Chop Stache,Normal_Eyes,Jacket,Asssasin Cut,None
1391,City Rooftop,Human,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
1392,Blue Buzz,Human,Brown Beard,Laser Eyes,Hoodie,Viking Hat,Face Paint
1393,Beach,Human,Black Beard,Normal_Eyes,Buddhist Robe,Viking Hat,None
1394,Blue Buzz,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Hippie,Gold Chain
1395,Mountains,Zombie,Black Beard,Gangsta Shades,Jacket,Viking Hat,Regular Earring
1396,Blue Buzz,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Curvy Hair,Regular Earring
1397,Purple City,Human,Brown Beard,Round Glasses,Philosopher's Robe,Eagle Feather Hat,None
1398,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
1399,Purple City,Alien,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1400,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1401,Purple City,Human,Dirty Beard,Gangsta Shades,Jacket,Mushy Hair,None
1402,Blue Sky,Human,Chop Stache,Laser Eyes,Pizza Shirt,Tarboush,Regular Earring
1403,Purple City,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1404,Mountains,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,Face Paint
1405,City Rooftop,Human,Dirty Beard,Round Glasses,Jacket,Tarboush,Gold Earring
1406,Blue Sky,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1407,City Rooftop,Human,Chop Stache,Gangsta Shades,Jacket,Celestial Crown,None
1408,Toxic Air,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,Gold Chain
1409,Toxic Air,Human,Brown Beard,Normal_Eyes,Hoodie,Viking Hat,None
1410,Blue Buzz,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Sensei Hat,Face Paint
1411,Blue Buzz,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Sombrero,None
1412,Blue Sky,Human,Brown Beard,Normal_Eyes,Jacket,Hippie,None
1413,Purple City,Zombie,Chop Stache,Gangsta Shades,Jacket,Tarboush,None
1414,Beach,Human,Chop Stache,Gangsta Shades,Hoodie,Asssasin Cut,Face Paint
1415,City Rooftop,Human,Black Beard,3D Glasses,Philosopher's Robe,Tarboush,Regular Earring
1416,Purple City,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Sombrero,None
1417,Toxic Air,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Tarboush,Face Paint
1418,Purple City,Human,Brown Beard,Gangsta Shades,Philosopher's Robe,Mushy Hair,Regular Earring
1419,Blue Sky,Human,Dirty Beard,Eye Patch,Buddhist Robe,Curvy Hair,None
1420,Starry Nights,Human,Brown Beard,Normal_Eyes,Hoodie,Viking Hat,Gold Chain
1421,Blue Buzz,Human,Chop Stache,Round Glasses,Hoodie,Tarboush,None
1422,Toxic Air,Zombie,Dirty Beard,Normal_Eyes,Assasin's Fit,Tarboush,Regular Earring
1423,Desert Night,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
1424,Toxic Air,Human,Chop Stache,Normal_Eyes,Jacket,Mushy Hair,None
1425,Blue Sky,Human,Black Beard,Normal_Eyes,Celestial Fit,Hippie,None
1426,Blue Buzz,Human,Shaolin Stache,Zombie Eyes,Pizza Shirt,Asssasin Cut,None
1427,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Buddhist Robe,Hippie,None
1428,Sahara Desert,Human,Dirty Beard,Zombie Eyes,Hoodie,Tarboush,None
1429,City Rooftop,Zombie,Black Beard,Normal_Eyes,Hoodie,Asssasin Cut,None
1430,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
1431,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
1432,Purple City,Human,Brown Beard,Round Glasses,Buddhist Robe,Tarboush,None
1433,Purple City,Zombie,Dirty Beard,Laser Eyes,Assasin's Fit,Viking Hat,Regular Earring
1434,City Rooftop,Zombie,Shaolin Stache,Gangsta Shades,Assasin's Fit,Celestial Crown,None
1435,City Rooftop,Zombie,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1436,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,Regular Earring
1437,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Assasin's Fit,Hippie,None
1438,Mountains,Human,Black Beard,Gangsta Shades,Pizza Shirt,Sheikh Hat,Regular Earring
1439,Sahara Desert,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1440,Purple City,Human,Black Beard,Normal_Eyes,Jacket,Turban,Regular Earring
1441,Toxic Air,Zombie,Chop Stache,Normal_Eyes,Buddhist Robe,Sombrero,None
1442,Beach,Human,Dirty Beard,Gangsta Shades,Hoodie,Hippie,None
1443,Toxic Air,Alien,Brown Beard,Round Glasses,Buddhist Robe,Sombrero,None
1444,Beach,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,Regular Earring
1445,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,Gold Earring
1446,Desert Night,Zombie,Brown Beard,Round Glasses,Jacket,Tarboush,None
1447,Purple City,Zombie,Brown Beard,Normal_Eyes,Buddhist Robe,Turban,None
1448,Mountains,Human,Black Beard,Gangsta Shades,Jacket,Mushy Hair,None
1449,City Rooftop,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1450,Blue Buzz,Human,Wizard Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1451,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Curvy Hair,None
1452,Blue Sky,Human,Dirty Beard,Gangsta Shades,Pizza Shirt,Tarboush,Regular Earring
1453,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
1454,Toxic Air,Human,Black Beard,Eye Patch,Pizza Shirt,Mushy Hair,None
1455,Desert Night,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Asssasin Cut,Regular Earring
1456,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1457,Beach,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1458,Purple City,Human,Chop Stache,Round Glasses,Pizza Shirt,Turban,Gold Earring
1459,City Rooftop,Zombie,Dirty Beard,Gangsta Shades,Hoodie,Asssasin Cut,None
1460,Blue Buzz,Alien,Chop Stache,Round Glasses,Jacket,Curvy Hair,None
1461,Purple City,Human,Wizard Beard,Round Glasses,Philosopher's Robe,Hippie,None
1462,Purple City,Human,Chop Stache,Eye Patch,Pizza Shirt,Viking Hat,None
1463,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,Face Paint
1464,Toxic Air,Human,Dirty Beard,Round Glasses,Buddhist Robe,Sombrero,Gold Chain
1465,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
1466,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Hoodie,Tarboush,Regular Earring
1467,Blue Sky,Human,Black Beard,Eye Patch,Hoodie,Viking Hat,None
1468,City Rooftop,Alien,Chop Stache,Gangsta Shades,Jacket,Curvy Hair,None
1469,Blue Buzz,Human,Black Beard,Laser Eyes,Jacket,Tarboush,Face Paint
1470,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
1471,Purple City,Human,Dirty Beard,Round Glasses,Hoodie,Turban,None
1472,Sahara Desert,Human,Chop Stache,Normal_Eyes,Jacket,Hippie,Face Paint
1473,Blue Buzz,Zombie,Shaolin Stache,Gangsta Shades,Jacket,Curvy Hair,Gold Chain
1474,Purple City,Human,Dirty Beard,3D Glasses,Hoodie,Mushy Hair,None
1475,Desert Night,Zombie,Dirty Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1476,Blue Sky,Zombie,Black Beard,Normal_Eyes,Roman Soldier Fit,Mushy Hair,None
1477,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Hippie,Regular Earring
1478,Sahara Desert,Alien,Shaolin Stache,Zap Shades,Jacket,Sheikh Hat,Face Paint
1479,Beach,Zombie,Brown Beard,Eye Patch,Hoodie,Mushy Hair,None
1480,City Rooftop,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Curvy Hair,None
1481,City Rooftop,Human,Black Beard,Round Glasses,Hoodie,Celestial Crown,None
1482,Beach,Human,Black Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1483,Beach,Alien,Black Beard,Gangsta Shades,Hoodie,Curvy Hair,Face Paint
1484,Blue Sky,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
1485,Mountains,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1486,Purple City,Human,Brown Beard,Round Glasses,Pizza Shirt,Hippie,None
1487,Blue Buzz,Human,Brown Beard,Snorkeler Kit,Hoodie,Sheikh Hat,Regular Earring
1488,Sahara Desert,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1489,City Rooftop,Human,Wizard Beard,Eye Patch,Pizza Shirt,Sheikh Hat,None
1490,City Rooftop,Human,Chop Stache,Normal_Eyes,Hoodie,Hippie,Regular Earring
1491,Blue Sky,Human,Brown Beard,Normal_Eyes,Celestial Fit,Mushy Hair,Face Paint
1492,Purple City,Zombie,Shaolin Stache,Normal_Eyes,Hoodie,Mushy Hair,None
1493,Sahara Desert,Alien,Brown Beard,Normal_Eyes,Hoodie,Asssasin Cut,Regular Earring
1494,City Rooftop,Human,Dirty Beard,Round Glasses,Assasin's Fit,Tarboush,None
1495,Toxic Air,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
1496,Desert Night,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Turban,Face Paint
1497,City Rooftop,Human,Wizard Beard,3D Glasses,Buddhist Robe,Hippie,None
1498,City Rooftop,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1499,Toxic Air,Human,Brown Beard,3D Glasses,Buddhist Robe,Tarboush,None
1500,Greek Symposium,Human,Black Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Regular Earring
1501,Purple City,Alien,Chop Stache,Laser Eyes,Philosopher's Robe,Sensei Hat,None
1502,City Rooftop,Human,Dirty Beard,Eye Patch,Jacket,Asssasin Cut,Regular Earring
1503,Starry Nights,Zombie,Chop Stache,Normal_Eyes,Philosopher's Robe,Tarboush,None
1504,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Jacket,Hippie,Gold Chain
1505,Starry Nights,Human,Shaolin Stache,Round Glasses,Pizza Shirt,Viking Hat,None
1506,Blue Buzz,Human,Black Beard,Round Glasses,Celestial Fit,Asssasin Cut,None
1507,Mountains,Human,Dirty Beard,Round Glasses,Jacket,Viking Hat,None
1508,Purple City,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1509,Desert Night,Human,Black Beard,Normal_Eyes,Celestial Fit,Sheikh Hat,Gold Earring
1510,Desert Night,Human,Brown Beard,Round Glasses,Jacket,Tarboush,None
1511,Sahara Desert,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1512,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
