,background,skin,facial hair,eyes,outfit,hats,accessories
1210,Starry Nights,Zombie,Brown Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,None
1211,City Rooftop,Zombie,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,Regular Earring
1212,Blue Sky,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1213,Desert Night,Zombie,Dirty Beard,Zombie Eyes,Buddhist Robe,Asssasin Cut,None
1214,Desert Night,Human,Chop Stache,Eye Patch,Pizza Shirt,Curvy Hair,Face Paint
1215,Toxic Air,Zombie,Brown Beard,Laser Eyes,Jacket,Turban,None
1216,Purple City,Human,Shaolin Stache,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
1217,City Rooftop,Human,Shaolin Stache,Round Glasses,Jacket,Curvy Hair,Face Paint
1218,Purple City,Human,Black Beard,Gangsta Shades,Buddhist Robe,Turban,Gold Earring
1219,Purple City,Human,Chop Stache,Laser Eyes,Buddhist Robe,Curvy Hair,None
1220,Mountains,Human,Black Beard,Eye Patch,Hoodie,Sensei Hat,None
1221,Blue Sky,Human,Dirty Beard,Round Glasses,Pizza Shirt,Tarboush,None
1222,Blue Sky,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1223,Toxic Air,Zombie,Chop Stache,Eye Patch,Jacket,Sombrero,None
1224,Blue Sky,Human,Shaolin Stache,Gangsta Shades,Philosopher's Robe,Curvy Hair,Face Paint
1225,Sahara Desert,Human,Brown Beard,Normal_Eyes,Jacket,Curvy Hair,Gold Earring
1226,Purple City,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1227,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Jacket,Asssasin Cut,None
1228,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1229,Sahara Desert,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Sombrero,Face Paint
1230,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1231,Toxic Air,Human,Dirty Beard,Normal_Eyes,Jacket,Sensei Hat,Face Paint
1232,Starry Nights,Human,Shaolin Stache,Snorkeler Kit,Pizza Shirt,Hippie,None
1233,Purple City,Human,Chop Stache,Round Glasses,Pizza Shirt,Asssasin Cut,None
1234,Purple City,Human,Dirty Beard,3D Glasses,Philosopher's Robe,Turban,None
1235,City Rooftop,Zombie,Chop Stache,Gangsta Shades,Hoodie,Sensei Hat,None
1236,City Rooftop,Human,Black Beard,Eye Patch,Buddhist Robe,Mushy Hair,None
1237,Toxic Air,Human,Brown Beard,Normal_Eyes,Hoodie,Turban,None
1238,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Turban,None
1239,Blue Sky,Human,Black Beard,Gangsta Shades,Pizza Shirt,Mushy Hair,None
1240,City Rooftop,Human,Black Beard,Normal_Eyes,Buddhist Robe,Viking Hat,None
1241,Blue Sky,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sensei Hat,Regular Earring
1242,City Rooftop,Human,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1243,Sahara Desert,Human,Brown Beard,Eye Patch,Hoodie,Celestial Crown,Face Paint
1244,City Rooftop,Human,Black Beard,Round Glasses,Philosopher's Robe,Asssasin Cut,None
1245,Purple City,Human,Black Beard,Gangsta Shades,Jacket,Mushy Hair,Face Paint
1246,Beach,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Sombrero,None
1247,Beach,Human,Dirty Beard,Snorkeler Kit,Buddhist Robe,Tarboush,None
1248,Blue Sky,Human,Brown Beard,Gangsta Shades,Jacket,Hippie,Gold Chain
1249,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,None
1250,City Rooftop,Alien,Black Beard,Normal_Eyes,Philosopher's Robe,Sheikh Hat,None
1251,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1252,Toxic Air,Zombie,Brown Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
1253,Purple City,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Face Paint
1254,Purple City,Human,Chop Stache,Normal_Eyes,Assasin's Fit,Asssasin Cut,None
1255,Desert Night,Human,Black Beard,Zombie Eyes,Hoodie,Mushy Hair,Face Paint
1256,Blue Sky,Human,Shaolin Stache,Gangsta Shades,Hoodie,Mushy Hair,Regular Earring
1257,Blue Sky,Human,Black Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
1258,Toxic Air,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,Regular Earring
1259,Purple City,Human,Black Beard,Gangsta Shades,Jacket,Hippie,None
1260,Beach,Human,Dirty Beard,Gangsta Shades,Jacket,Celestial Crown,None
1261,City Rooftop,Zombie,Chop Stache,3D Glasses,Buddhist Robe,Sombrero,None
1262,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
1263,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1264,Sahara Desert,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,Regular Earring
1265,City Rooftop,Alien,Chop Stache,Normal_Eyes,Assasin's Fit,Mushy Hair,Face Paint
1266,Blue Sky,Human,Shaolin Stache,Round Glasses,Assasin's Fit,Mushy Hair,Face Paint
1267,City Rooftop,Human,Black Beard,Round Glasses,Hoodie,Hippie,None
1268,City Rooftop,Zombie,Black Beard,Round Glasses,Jacket,Mushy Hair,Regular Earring
1269,Sahara Desert,Human,Black Beard,Round Glasses,Philosopher's Robe,Viking Hat,None
1270,Toxic Air,Human,Brown Beard,Round Glasses,Buddhist Robe,Hippie,None
1271,City Rooftop,Human,Brown Beard,Gangsta Shades,Jacket,Hippie,None
1272,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Viking Hat,None
1273,Blue Sky,Human,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1274,Blue Buzz,Human,Brown Beard,Round Glasses,Hoodie,Viking Hat,Face Paint
1275,Blue Buzz,Human,Brown Beard,Eye Patch,Jacket,Hippie,Face Paint
1276,Toxic Air,Zombie,Dirty Beard,Round Glasses,Philosopher's Robe,Asssasin Cut,None
1277,Purple City,Human,Brown Beard,Gangsta Shades,Hoodie,Turban,None
1278,Blue Buzz,Human,Black Beard,Eye Patch,Pizza Shirt,Asssasin Cut,None
1279,Sahara Desert,Alien,Brown Beard,Gangsta Shades,Assasin's Fit,Viking Hat,None
1280,Blue Sky,Zombie,Brown Beard,Eye Patch,Philosopher's Robe,Turban,None
1281,Starry Nights,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Turban,Face Paint
1282,Toxic Air,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Sensei Hat,Face Paint
1283,Blue Buzz,Human,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
1284,Sahara Desert,Human,Black Beard,3D Glasses,Buddhist Robe,Asssasin Cut,None
1285,Toxic Air,Human,Shaolin Stache,Gangsta Shades,Philosopher's Robe,Curvy Hair,Face Paint
1286,Starry Nights,Alien,Shaolin Stache,Normal_Eyes,Hoodie,Sensei Hat,Gold Chain
1287,Beach,Human,Chop Stache,3D Glasses,Pizza Shirt,Celestial Crown,None
1288,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,None
1289,Purple City,Human,Dirty Beard,Normal_Eyes,Hoodie,Tarboush,None
1290,Sahara Desert,Human,Chop Stache,Gangsta Shades,Hoodie,Mushy Hair,None
1291,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,Gold Earring
1292,Blue Sky,Human,Brown Beard,Normal_Eyes,Hoodie,Hippie,Face Paint
1293,Beach,Human,Brown Beard,3D Glasses,Hoodie,Sensei Hat,None
1294,Blue Buzz,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Mushy Hair,Face Paint
1295,Purple City,Human,Black Beard,Round Glasses,Celestial Fit,Celestial Crown,None
1296,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,None
1297,City Rooftop,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Turban,None
1298,Sahara Desert,Human,Black Beard,Round Glasses,Buddhist Robe,Hippie,Face Paint
1299,Purple City,Human,Chop Stache,Laser Eyes,Jacket,Mushy Hair,None
1300,Blue Sky,Alien,Dirty Beard,Round Glasses,Philosopher's Robe,Hippie,Regular Earring
1301,Purple City,Human,Brown Beard,Normal_Eyes,Celestial Fit,Hippie,None
1302,Starry Nights,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Sensei Hat,None
1303,City Rooftop,Alien,Brown Beard,Round Glasses,Jacket,Curvy Hair,None
1304,Purple City,Human,Brown Beard,Eye Patch,Jacket,Hippie,Regular Earring
1305,Mountains,Human,Black Beard,Round Glasses,Jacket,Tarboush,None
1306,Blue Buzz,Human,Black Beard,3D Glasses,Jacket,Hippie,None
1307,Beach,Human,Black Beard,Gangsta Shades,Buddhist Robe,Mushy Hair,Gold Chain
1308,Blue Buzz,Human,Black Beard,Gangsta Shades,Celestial Fit,Mushy Hair,None
1309,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Pizza Shirt,Sensei Hat,Regular Earring
1310,Mountains,Alien,Dirty Beard,Normal_Eyes,Hoodie,Viking Hat,None
1311,Purple City,Human,Black Beard,Normal_Eyes,Buddhist Robe,Turban,Regular Earring
1312,City Rooftop,Alien,Wizard Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
1313,Toxic Air,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Celestial Crown,Regular Earring
1314,Sahara Desert,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Viking Hat,None
1315,Blue Buzz,Human,Dirty Beard,Eye Patch,Buddhist Robe,Curvy Hair,None
1316,Purple City,Human,Black Beard,Gangsta Shades,Pizza Shirt,Mushy Hair,Regular Earring
1317,Beach,Human,Dirty Beard,Round Glasses,Pizza Shirt,Celestial Crown,None
1318,Beach,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1319,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
1320,Blue Buzz,Zombie,Black Beard,Round Glasses,Hoodie,Celestial Crown,None
1321,City Rooftop,Human,Brown Beard,Round Glasses,Philosopher's Robe,Sensei Hat,None
1322,Greek Symposium,Human,Dirty Beard,Round Glasses,Jacket,Sensei Hat,Face Paint
1323,City Rooftop,Human,Black Beard,Round Glasses,Buddhist Robe,Sensei Hat,None
1324,Toxic Air,Zombie,Black Beard,Round Glasses,Pizza Shirt,Viking Hat,None
1325,City Rooftop,Zombie,Brown Beard,Eye Patch,Pizza Shirt,Sombrero,Face Paint
1326,Purple City,Human,Chop Stache,Zombie Eyes,Pizza Shirt,Sheikh Hat,None
1327,Sahara Desert,Alien,Brown Beard,Eye Patch,Pizza Shirt,Sombrero,Regular Earring
1328,Purple City,Alien,Brown Beard,3D Glasses,Hoodie,Curvy Hair,None
1329,Blue Buzz,Alien,Chop Stache,3D Glasses,Hoodie,Tarboush,None
1330,Toxic Air,Alien,Brown Beard,Eye Patch,Pizza Shirt,Mushy Hair,None
1331,Blue Sky,Zombie,Black Beard,Eye Patch,Pizza Shirt,Mushy Hair,Gold Earring
1332,Blue Sky,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,Regular Earring
1333,Blue Buzz,Human,Black Beard,Round Glasses,Philosopher's Robe,Tarboush,None
1334,Blue Sky,Human,Wizard Beard,Round Glasses,Hoodie,Pharaoh Hat,None
1335,Blue Sky,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1336,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Assasin's Fit,Turban,None
1337,Blue Sky,Human,Black Beard,Gangsta Shades,Celestial Fit,Curvy Hair,None
1338,City Rooftop,Human,Black Beard,Normal_Eyes,Hoodie,Sombrero,Regular Earring
1339,Beach,Human,Chop Stache,Normal_Eyes,Hoodie,Mushy Hair,None
1340,Blue Buzz,Human,Chop Stache,Normal_Eyes,Assasin's Fit,Mushy Hair,None
1341,Purple City,Human,Shaolin Stache,Gangsta Shades,Pizza Shirt,Celestial Crown,Regular Earring
1342,City Rooftop,Alien,Dirty Beard,Normal_Eyes,Celestial Fit,Mushy Hair,None
1343,Sahara Desert,Human,Black Beard,Round Glasses,Jacket,Tarboush,None
1344,Blue Buzz,Human,Brown Beard,Round Glasses,Pizza Shirt,Turban,None
1345,Starry Nights,Human,Black Beard,Normal_Eyes,Jacket,Hippie,Gold Chain
1346,Sahara Desert,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Asssasin Cut,Regular Earring
1347,Blue Sky,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Viking Hat,Face Paint
1348,Beach,Human,Chop Stache,Snorkeler Kit,Assasin's Fit,Viking Hat,None
1349,City Rooftop,Human,Wizard Beard,Round Glasses,Pizza Shirt,Tarboush,None
1350,City Rooftop,Human,Dirty Beard,Round Glasses,Pizza Shirt,Tarboush,Regular Earring
1351,City Rooftop,Human,Brown Beard,Round Glasses,Jacket,Asssasin Cut,Regular Earring
1352,Purple City,Alien,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1353,Purple City,Human,Shaolin Stache,Normal_Eyes,Celestial Fit,Tarboush,Regular Earring
1354,Beach,Alien,Black Beard,Gangsta Shades,Jacket,Hippie,None
1355,City Rooftop,Human,Shaolin Stache,Eye Patch,Pizza Shirt,Tarboush,Regular Earring
1356,City Rooftop,Zombie,Shaolin Stache,Zombie Eyes,Buddhist Robe,Tarboush,None
1357,Purple City,Human,Chop Stache,Normal_Eyes,Jacket,Mushy Hair,Gold Earring
1358,Blue Buzz,Human,Shaolin Stache,Zombie Eyes,Pizza Shirt,Sombrero,None
1359,City Rooftop,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Tarboush,Regular Earring
1360,Blue Sky,Human,Brown Beard,Normal_Eyes,Hoodie,Hippie,Regular Earring
1361,Sahara Desert,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Celestial Crown,None
1362,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
1363,Purple City,Alien,Brown Beard,3D Glasses,Philosopher's Robe,Hippie,None
1364,Blue Buzz,Alien,Wizard Beard,Normal_Eyes,Celestial Fit,Hippie,None
1365,City Rooftop,Alien,Chop Stache,Normal_Eyes,Jacket,Sombrero,Regular Earring
1366,City Rooftop,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Sheikh Hat,None
1367,Starry Nights,Zombie,Brown Beard,Gangsta Shades,Hoodie,Mushy Hair,None
1368,City Rooftop,Human,Brown Beard,Gangsta Shades,Philosopher's Robe,Hippie,None
1369,Blue Buzz,Human,Brown Beard,3D Glasses,Buddhist Robe,Sombrero,Face Paint
1370,Desert Night,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Face Paint
1371,Beach,Human,Dirty Beard,Normal_Eyes,Hoodie,Sensei Hat,None
1372,Beach,Human,Black Beard,Round Glasses,Buddhist Robe,Mushy Hair,Face Paint
1373,Toxic Air,Human,Black Beard,Laser Eyes,Hoodie,Curvy Hair,None
1374,Purple City,Human,Brown Beard,Round Glasses,Jacket,Celestial Crown,None
1375,Toxic Air,Human,Shaolin Stache,Round Glasses,Hoodie,Mushy Hair,None
1376,City Rooftop,Human,Dirty Beard,Normal_Eyes,Roman Soldier Fit,Tarboush,None
1377,Blue Sky,Human,Dirty Beard,Round Glasses,Pizza Shirt,Hippie,Regular Earring
1378,Blue Buzz,Zombie,Dirty Beard,Gangsta Shades,Hoodie,Tarboush,Regular Earring
1379,Blue Buzz,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Sombrero,None
1380,City Rooftop,Human,Brown Beard,Snorkeler Kit,Philosopher's Robe,Hippie,Regular Earring
1381,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1382,Blue Buzz,Human,Brown Beard,Normal_Eyes,Jacket,Curvy Hair,None
1383,Sahara Desert,Human,Dirty Beard,Gangsta Shades,Buddhist Robe,Hippie,None
1384,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Celestial Fit,Tarboush,None
1385,City Rooftop,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Viking Hat,Face Paint
1386,Blue Sky,Human,Shaolin Stache,3D Glasses,Jacket,Curvy Hair,Regular Earring
1387,Toxic Air,Zombie,Chop Stache,Normal_Eyes,Buddhist Robe,Sheikh Hat,None
1388,Hallucinations,Alien,Chop Stache,3D Glasses,Jacket,Asssasin Cut,Face Paint
1389,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Turban,Face Paint
1390,Blue Buzz,Zombie,Chop Stache,Normal_Eyes,Jacket,Turban,None
1391,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
1392,Starry Nights,Alien,Brown Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1393,Blue Sky,Human,Shaolin Stache,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
1394,Blue Buzz,Human,Chop Stache,Eye Patch,Assasin's Fit,Viking Hat,None
1395,Blue Buzz,Alien,Dirty Beard,Round Glasses,Buddhist Robe,Hippie,None
1396,Purple City,Human,Dirty Beard,Eye Patch,Hoodie,Sensei Hat,None
1397,Desert Night,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Hippie,None
1398,Purple City,Alien,Chop Stache,Normal_Eyes,Pizza Shirt,Hippie,None
1399,Blue Sky,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,Face Paint
1400,City Rooftop,Human,Black Beard,Normal_Eyes,Buddhist Robe,Viking Hat,Face Paint
1401,Blue Sky,Human,Black Beard,Zap Shades,Hoodie,Viking Hat,Face Paint
1402,City Rooftop,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,None
1403,City Rooftop,Human,Shaolin Stache,3D Glasses,Hoodie,Tarboush,Regular Earring
1404,Starry Nights,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,Gold Earring
1405,Blue Sky,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Tarboush,Face Paint
1406,City Rooftop,Human,Dirty Beard,Gangsta Shades,Jacket,Sombrero,None
1407,City Rooftop,Human,Black Beard,Gangsta Shades,Jacket,Curvy Hair,None
1408,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,Gold Chain
1409,Purple City,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Asssasin Cut,None
1410,Toxic Air,Human,Dirty Beard,Snorkeler Kit,Jacket,Asssasin Cut,None
1411,Blue Sky,Human,Black Beard,Eye Patch,Buddhist Robe,Asssasin Cut,Face Paint
1412,Purple City,Alien,Brown Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1413,City Rooftop,Human,Chop Stache,Normal_Eyes,Celestial Fit,Curvy Hair,Regular Earring
1414,Purple City,Alien,Black Beard,Gangsta Shades,Jacket,Curvy Hair,None
1415,Blue Sky,Human,Dirty Beard,Gangsta Shades,Hoodie,Sheikh Hat,None
1416,City Rooftop,Alien,Shaolin Stache,Normal_Eyes,Assasin's Fit,Pharaoh Hat,None
1417,Sahara Desert,Human,Brown Beard,Gangsta Shades,Jacket,Asssasin Cut,None
1418,Blue Buzz,Zombie,Chop Stache,Round Glasses,Buddhist Robe,Viking Hat,Regular Earring
1419,Purple City,Alien,Dirty Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Gold Earring
1420,City Rooftop,Zombie,Brown Beard,Normal_Eyes,Hoodie,Celestial Crown,Face Paint
1421,Mountains,Human,Dirty Beard,Normal_Eyes,Jacket,Sheikh Hat,None
1422,Toxic Air,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
1423,Toxic Air,Human,Wizard Beard,Normal_Eyes,Celestial Fit,Turban,None
1424,City Rooftop,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1425,Blue Sky,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,Regular Earring
1426,Blue Sky,Human,Brown Beard,Eye Patch,Buddhist Robe,Viking Hat,Regular Earring
1427,Desert Night,Zombie,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
1428,Purple City,Human,Brown Beard,Normal_Eyes,Jacket,Celestial Crown,None
1429,City Rooftop,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Turban,Face Paint
1430,Purple City,Human,Brown Beard,Round Glasses,Philosopher's Robe,Celestial Crown,None
1431,Blue Sky,Human,Chop Stache,3D Glasses,Pizza Shirt,Hippie,None
1432,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Hoodie,Sombrero,None
1433,Starry Nights,Human,Brown Beard,3D Glasses,Hoodie,Hippie,None
1434,Toxic Air,Human,Chop Stache,Round Glasses,Jacket,Mushy Hair,None
1435,Blue Buzz,Human,Chop Stache,Normal_Eyes,Native,Sheikh Hat,None
1436,City Rooftop,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1437,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Assasin's Fit,Celestial Crown,Gold Earring
1438,Blue Sky,Human,Dirty Beard,Normal_Eyes,Celestial Fit,Viking Hat,None
1439,Toxic Air,Human,Brown Beard,Round Glasses,Pizza Shirt,Viking Hat,None
1440,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1441,City Rooftop,Human,Brown Beard,Round Glasses,Hoodie,Tarboush,None
1442,Beach,Human,Black Beard,3D Glasses,Buddhist Robe,Hippie,None
1443,Desert Night,Human,Black Beard,Laser Eyes,Pizza Shirt,Curvy Hair,None
1444,Toxic Air,Human,Black Beard,Laser Eyes,Philosopher's Robe,Viking Hat,Regular Earring
1445,Beach,Zombie,Brown Beard,Normal_Eyes,Philosopher's Robe,Sheikh Hat,Face Paint
1446,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,Regular Earring
1447,Blue Buzz,Human,Chop Stache,Normal_Eyes,Hoodie,Asssasin Cut,None
1448,Desert Night,Human,Dirty Beard,3D Glasses,Philosopher's Robe,Curvy Hair,Regular Earring
1449,Sahara Desert,Human,Chop Stache,Normal_Eyes,Hoodie,Turban,None
1450,Blue Buzz,Zombie,Chop Stache,Round Glasses,Hoodie,Hippie,None
1451,Desert Night,Human,Dirty Beard,Normal_Eyes,Hoodie,Curvy Hair,Gold Chain
1452,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Gold Chain
1453,Blue Buzz,Human,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
1454,City Rooftop,Human,Brown Beard,Round Glasses,Jacket,Viking Hat,Regular Earring
1455,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Turban,None
1456,City Rooftop,Zombie,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
1457,Sahara Desert,Human,Black Beard,3D Glasses,Philosopher's Robe,Mushy Hair,Regular Earring
1458,Mountains,Human,Black Beard,Round Glasses,Buddhist Robe,Celestial Crown,Regular Earring
1459,Purple City,Human,Chop Stache,3D Glasses,Jacket,Curvy Hair,None
1460,Blue Buzz,Zombie,Dirty Beard,Gangsta Shades,Philosopher's Robe,Mushy Hair,None
1461,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Buddhist Robe,Turban,None
1462,Sahara Desert,Human,Black Beard,Gangsta Shades,Buddhist Robe,Asssasin Cut,Regular Earring
1463,Blue Sky,Human,Brown Beard,Normal_Eyes,Hoodie,Tarboush,Gold Chain
1464,Blue Sky,Human,Dirty Beard,Round Glasses,Jacket,Curvy Hair,None
1465,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,Regular Earring
1466,Purple City,Zombie,Wizard Beard,Normal_Eyes,Celestial Fit,Tarboush,None
1467,Blue Sky,Human,Black Beard,Eye Patch,Philosopher's Robe,Curvy Hair,None
1468,Desert Night,Alien,Chop Stache,Normal_Eyes,Hoodie,Celestial Crown,None
1469,Beach,Zombie,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
1470,Desert Night,Alien,Chop Stache,Normal_Eyes,Philosopher's Robe,Turban,None
1471,Purple City,Human,Brown Beard,Gangsta Shades,Assasin's Fit,Sensei Hat,None
1472,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
1473,Purple City,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
1474,Blue Sky,Human,Chop Stache,Gangsta Shades,Jacket,Sombrero,None
1475,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
1476,Sahara Desert,Zombie,Dirty Beard,Round Glasses,Philosopher's Robe,Sombrero,None
1477,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
1478,Mountains,Alien,Chop Stache,Gangsta Shades,Pizza Shirt,Celestial Crown,None
1479,City Rooftop,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1480,Toxic Air,Human,Dirty Beard,Round Glasses,Jacket,Viking Hat,None
1481,City Rooftop,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1482,Purple City,Human,Dirty Beard,Normal_Eyes,Assasin's Fit,Hippie,None
1483,Purple City,Human,Chop Stache,Round Glasses,Hoodie,Sombrero,None
1484,Beach,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Celestial Crown,None
1485,Blue Buzz,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Sombrero,Regular Earring
1486,Blue Sky,Human,Dirty Beard,Eye Patch,Hoodie,Sensei Hat,None
1487,Sahara Desert,Human,Dirty Beard,Round Glasses,Hoodie,Curvy Hair,None
1488,Blue Sky,Human,Dirty Beard,Zombie Eyes,Buddhist Robe,Celestial Crown,None
1489,Blue Sky,Zombie,Black Beard,Gangsta Shades,Hoodie,Tarboush,None
1490,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Hoodie,Tarboush,Face Paint
1491,Blue Sky,Zombie,Black Beard,Normal_Eyes,Hoodie,Sombrero,None
1492,Purple City,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Hippie,None
1493,Starry Nights,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Hippie,Regular Earring
1494,Blue Buzz,Alien,Black Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
1495,Purple City,Human,Chop Stache,Round Glasses,Buddhist Robe,Tarboush,None
1496,Blue Sky,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Turban,Face Paint
1497,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Celestial Crown,Regular Earring
1498,Toxic Air,Human,Dirty Beard,Round Glasses,Hoodie,Sheikh Hat,None
1499,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Celestial Fit,Tarboush,None
1500,Beach,Human,Chop Stache,Round Glasses,Jacket,Turban,None
1501,City Rooftop,Human,Chop Stache,Eye Patch,Hoodie,Tarboush,Gold Earring
1502,Beach,Zombie,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1503,Purple City,Human,Dirty Beard,3D Glasses,Philosopher's Robe,Asssasin Cut,Face Paint
1504,Purple City,Human,Brown Beard,Eye Patch,Philosopher's Robe,Viking Hat,Face Paint
1505,Blue Sky,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Celestial Crown,Face Paint
1506,Blue Buzz,Zombie,Shaolin Stache,Gangsta Shades,Jacket,Asssasin Cut,None
1507,Blue Sky,Human,Dirty Beard,Gangsta Shades,Pizza Shirt,Hippie,Face Paint
